review_id,author,rating,date,theme,sentiment,key_insight,feature_mentions,is_churn_risk
143,Mrs. Posty,1,2025-07-23T11:03:32-07:00,pricing,very_negative,The user experienced unexpected charges leading to cancellations.,[],True
144,Urboigoku,1,2025-07-19T09:14:09-07:00,support,very_negative,The user feels that Shopify's support is inadequate and has led to their account termination without reason.,"['account termination', 'proof of sale']",True
145,hoedomaggins,1,2025-07-18T06:31:39-07:00,support,very_negative,The customer is frustrated with the lack of timely support and being locked out of their account.,[],True
146,Lanaatk,5,2025-07-13T13:55:42-07:00,other,very_positive,The reviewer highly recommends the product for business success.,[],False
147,Bill13456742,1,2025-07-13T09:21:53-07:00,ease-of-use,very_negative,"The new update significantly complicates navigation and readability, making it frustrating for users.","['dark mode', 'light mode', 'menu navigation', 'chatty bot AIs']",True
148,Mommarosa Blooms,2,2025-07-10T05:07:49-07:00,support,very_negative,"The user is frustrated with the lack of timely support and account verification, impacting their ability to ship orders.","['shipping labels', 'customer support']",True
149,Ronny091,3,2025-07-08T18:50:31-07:00,ease-of-use,negative,The app has become laggy and inconvenient to use after an update.,[],True
150,JJ71769,1,2025-07-07T18:46:24-07:00,support,very_negative,The customer feels wronged due to a lack of support and resolution regarding a stolen amount.,[],True
151,Dimplesday 1,1,2025-07-07T05:20:32-07:00,ease-of-use,very_negative,"The product setup is complicated and lacks necessary components, leading to frustration.",['mobile app'],True
152,EishaPeisha,1,2025-07-06T13:44:49-07:00,support,very_negative,"The reviewer is frustrated with constant issues and poor support from Square, leading to dissatisfaction and financial concerns.","['website setup', 'trial extension', 'premium pages']",True
153,Kielstet,2,2025-07-01T10:00:03-07:00,ease-of-use,negative,The app is frustrating to use due to pauses and refresh issues.,"['balance separation', 'app performance']",True
154,montrayvious,5,2025-06-29T07:04:58-07:00,ease-of-use,very_positive,The user finds the platform easy to use but is concerned about fund holding.,[],True
155,MHW2104,3,2025-06-26T08:36:39-07:00,ease-of-use,neutral,The TikTok integrated app has great features but is frustrating to use on mobile.,"['TikTok integrated app', 'mobile version', 'updates']",True
156,thamysorel,1,2025-06-26T06:08:00-07:00,reliability,very_negative,The reviewer feels scammed and expresses frustration over losing access to their funds and account.,"['account access', 'payout', 'appeal process']",True
157,trans-latinx,2,2025-06-24T20:35:31-07:00,features,negative,The user is dissatisfied with the app's performance and the lack of a dark mode option.,['dark mode'],True
158,Supremeverified,5,2025-06-24T11:36:00-07:00,other,very_positive,The seller expresses high satisfaction.,[],False
159,Nakniko,1,2025-06-24T11:30:28-07:00,support,very_negative,The customer feels cheated due to a missing product and inadequate support from Shopify.,"['help and support', 'refund']",True
160,Mil&no,1,2025-06-23T20:04:12-07:00,support,very_negative,The reviewer is frustrated with the lack of accountability and compensation regarding a tax document issue.,['1099'],True
161,Mosey_d,1,2025-06-22T17:28:02-07:00,reliability,very_negative,The user is frustrated with being constantly logged out and missing a Home Screen widget.,['Home Screen widget'],True
162,Adrienne Brooke,1,2025-06-21T23:54:16-07:00,support,very_negative,The customer is frustrated with the lack of effective support and has decided to close their account.,"['AI tool', 'authentication code']",True
163,Niki Minaj DSP,1,2025-06-21T13:51:30-07:00,ease-of-use,very_negative,The app is difficult to use and has many bugs.,[],True
164,Rountrees,5,2025-06-21T07:25:04-07:00,features,positive,The app is great but has a minor issue with capturing Shop Pay from mobile.,['Shop Pay'],False
165,Natalie Hue21,5,2025-06-19T06:20:13-07:00,support,very_positive,The customer appreciates the quick and helpful support provided by Shopify.,['Chat/Ai Bot'],False
166,Lauryn Dixon,1,2025-06-18T17:20:41-07:00,pricing,very_negative,"The user is frustrated that they cannot use their account after canceling their subscription, despite having paid for the month.",[],True
167,Chisel Fizzle,1,2025-06-16T13:29:47-07:00,support,very_negative,The customer service is unresponsive and issues with double billing remain unresolved.,[],True
168,".....,,??!?,",1,2025-06-16T12:42:05-07:00,features,very_negative,The recent update is negatively impacting customer satisfaction and could lead to loss of users.,[],True
169,Rex’s dojo,5,2025-06-13T12:08:40-07:00,other,very_positive,The reviewer expresses strong satisfaction with the product.,[],False
170,Nebula waves 333,5,2025-06-11T15:30:07-07:00,ease-of-use,very_positive,The user finds Shopify easy to navigate and appreciates the available templates and useful apps.,"['templates', 'apps']",False
171,Slaladjessegoth,5,2025-06-09T02:47:57-07:00,ease-of-use,positive,The app is user-friendly but the recent update has awkward design elements.,"['user friendly', 'update', 'floating tabs', 'black background']",True
172,Kemril,1,2025-06-06T19:00:03-07:00,support,very_negative,The customer is frustrated with being locked out of their account and the company's support.,[],True
173,Sophiakeys,1,2025-06-05T16:11:44-07:00,features,very_negative,The AI update has caused significant issues with order visibility.,"['AI update', 'orders']",True
174,TiffRog,3,2025-06-04T09:56:16-07:00,features,negative,The user is dissatisfied with the removal of the recently sold inventory feature.,['recently sold inventory feature'],True
175,Spidersmans,2,2025-06-03T07:37:01-07:00,ease-of-use,negative,The new app layout is cumbersome and the sidekick AI is intrusive.,"['new layout', 'sidekick AI']",True
176,lmbesch,1,2025-06-02T17:28:56-07:00,support,very_negative,"The reviewer is dissatisfied with the new app interface and the lack of customer support, leading to a desire to switch to another platform.","['new update', 'customer support', 'interface', 'payouts']",True
177,BecauseWeNomad,2,2025-05-31T09:56:41-07:00,ease-of-use,negative,The product is difficult to set up and not intuitive to use.,['90 trial at $1 per month'],True
178,BH~,2,2025-05-30T10:35:11-07:00,features,negative,The new Shopify app has good enhancements but is plagued by glitches and inefficiencies.,"['analytics screen', 'connection errors', 'reports menu']",True
179,Lift Crash,1,2025-05-30T08:27:10-07:00,reliability,very_negative,"The platform suffers from frequent crashes and functionality issues, making it unreliable.","['server errors', 'theme not found', 'products disappearing']",True
180,Isthusit2001,1,2025-05-26T16:30:36-07:00,ease-of-use,very_negative,The app is overly complicated and difficult to navigate.,[],True
181,Lexie treys,1,2025-05-26T13:36:01-07:00,support,very_negative,The customer experienced significant frustration due to inadequate customer service and support options.,"['Shopify account access', 'virtual assistance', 'email support']",True
182,Butch0610,3,2025-05-26T10:47:06-07:00,features,neutral,The user requests the return of the tag scan option for easier inventory searching.,['tag scan option'],False
183,Tesla 销售部,4,2025-05-25T07:49:18-07:00,integration,negative,The user has been charged for six months without successfully linking their account.,[],True
184,small ock,3,2025-05-24T01:08:42-07:00,ease-of-use,negative,"The navigation bar obstructs essential buttons, making account creation difficult.","['navigation bar', 'account creation']",True
185,Faithfulsteps,4,2025-05-23T13:45:32-07:00,ease-of-use,positive,The user appreciates the app but desires better guidance for navigating its features.,[],False
186,allyk789,1,2025-05-23T08:10:09-07:00,features,very_negative,"The new update is causing the app to crash when sending invoices, severely impacting business operations.","['sending invoices', 'app crash']",True
187,Lsr;(214,5,2025-05-23T05:48:16-07:00,features,very_positive,The latest update is highly appreciated for making sidekick available on IOS.,['sidekick on IOS'],False
188,HabibiArt,3,2025-05-23T03:11:38-07:00,features,neutral,The user acknowledges a fix but still sees issues with the reports page.,"['analytics', 'reports page', 'live view page']",False
189,travels2,1,2025-05-22T20:21:10-07:00,ease-of-use,very_negative,"The redesign of the app has made it harder to navigate and read, negatively impacting usability.",[],True
